2034;;
2033;;
2;18;
1;00;
114;01cc01d3;
129;00002eaf;
131;0c490a0d06530661;
113;01e701e1;
130;0000a09f;
128;00000194;
146;00000000fffc0000;
145;0000000000070000;
147;00000000fffb0000;
148;00000000fff20000;
2;19;
1;00;
114;01cb01d9;
129;00002e9c;
131;0c490a0d06530661;
130;0000a0ba;
113;01ea01e2;
128;00000194;
146;0000000000080000;
145;00000000fffc0000;
147;0000000000000000;
148;0000000000000000;
1;00;
2;1a;
114;01c701d8;
129;00002ea6;
131;0c490a0d06530661;
130;00009b2e;
113;01eb01e0;
128;00000194;
146;000000af00df017d;
145;0000000001020157;
147;0000000000000005;
148;0000000000000006;
2;1b;
1;00;
129;00002e98;
131;0c4b0a0f06530661;
114;01c901da;
130;00009e58;
113;01ed01ea;
128;00000194;
146;000001a9004cffb5;
145;0000015cffec001f;
147;000000cb00000007;
148;0000000000000008;
2;1c;
1;00;
114;01cc01d4;
129;00002e96;
131;0c4d0a1106550661;
130;00009e63;
113;01e701e9;
128;00000194;
146;000000df00c7011f;
145;000000fa008500a6;
147;0000006b0000000e;
148;000000c000000013;
2;1d;
1;00;
129;00002e92;
131;0c4e0a1206550663;
114;01ca01d8;
130;00009c47;
128;00000196;
113;01ea01ed;
146;00000188ffe30008;
145;0000014d006a00b1;
147;000000b80000000f;
148;0000007b00000014;
2;1e;
1;00;
114;01c801db;
129;00002e95;
131;0c500a1406560663;
130;00009f2b;
128;00000199;
113;01e601e4;
146;00000110008300ae;
145;0000016b00210039;
147;000000ca00000013;
148;000000d800000015;
2;1f;
1;00;
129;00002e93;
131;0c510a1506570665;
114;01c501dd;
130;00009c2c;
128;0000019b;
113;01ef01e8;
146;00000157001f002d;
145;00000152002d005a;
147;0000009300000016;
148;0000011f00000018;
2;20;
1;00;
129;00002e95;
131;0c530a1806580667;
114;01c501d5;
130;00009edf;
128;0000019d;
113;01ed01e6;
146;0000014400640099;
145;00000124007400ae;
147;000000ed00000018;
148;0000012d0000001f;
1;00;
2;21;
114;01c401dc;
129;00002e99;
131;0c550a1906590668;
130;00009f15;
128;000001a2;
113;01e401e7;
146;0000014b004d0080;
145;00000163001f0057;
147;0000012500000017;
148;0000016b0000001e;
2;22;
1;00;
129;00002e96;
131;0c570a1a065b066a;
114;01c801de;
130;00009fa1;
128;000001a4;
113;01e101e1;
146;0000015000540072;
145;000001620036003e;
147;000001560000001d;
148;0000017b0000001d;
2;23;
1;00;
114;01c301d9;
129;00002ea4;
131;0c580a1c065d066c;
130;0000a023;
128;000001a4;
113;01e901e9;
146;000001890016003f;
145;000001680012003a;
147;0000016f00000022;
148;0000016d00000018;
2;24;
1;00;
129;00002e99;
131;0c5a0a1e065e066e;
114;01ca01df;
130;0000a043;
128;000001a3;
113;01e801e7;
146;0000018000150049;
145;00000175fff9001d;
147;0000019400000022;
148;000001580000001e;
2;25;
1;00;
114;01c501e1;
129;00002e9f;
131;0c5c0a2006610670;
130;0000a07f;
128;0000019f;
113;01ea01ea;
146;0000015700f2ff21;
145;0000016d00250048;
147;000001910000001d;
148;000001680000001f;
2;26;
1;00;
129;00002e9e;
131;0c5e0a2106630672;
114;01c701df;
130;00009ff2;
128;000001a0;
113;01e101e6;
146;0000007d00020016;
145;0000016e00170049;
147;0000015600000016;
148;0000017f00000026;
2;27;
1;00;
131;0c600a2206640673;
114;01c701d9;
129;00002ea9;
130;00009f4b;
128;000001a6;
113;01e901e2;
146;0000009a0028ffca;
145;000001770013003c;
147;000001120000000b;
148;0000017500000024;
2;28;
1;00;
114;01cb01e4;
129;00002ea4;
131;0c620a2206650675;
130;00009f4b;
128;000001b1;
113;01e801e3;
146;000000c40053ff9c;
145;0000018400040025;
147;000000bc0000000a;
148;0000018b00000026;
2;29;
1;00;
114;01ca01d3;
129;00002e99;
131;0c640a2306660677;
130;0000a06f;
128;000001bd;
113;01e901e9;
146;000000bd007dff8c;
145;00000179001b0033;
147;000000960000000b;
148;000001950000001e;
2;2a;
1;00;
114;01c501db;
129;00002e9f;
131;0c660a2406660679;
130;0000a079;
128;000001c8;
113;01e701e7;
146;0000006600230039;
145;0000017c002a0047;
147;0000009600000010;
148;0000016a0000001e;
2;2b;
1;00;
114;01c501da;
131;0c680a250667067b;
129;00002ea3;
130;0000a008;
128;000001d2;
146;000000bd0033ffd3;
113;01f001e8;
145;0000018200340059;
147;000000c10000000f;
148;0000015d0000001e;
2;2c;
1;00;
114;01ca01d8;
129;00002e98;
131;0c6a0a250668067d;
130;00009f4b;
128;000001db;
146;000000b9004dffc4;
145;00000178004a0097;
113;01e801e5;
147;000000ee00000014;
148;0000017b0000001c;
2;2d;
1;00;
114;01c401d6;
131;0c6c0a260669067f;
129;00002e99;
130;00009e4d;
128;000001e3;
146;00000073009c00c8;
145;00000186006c00ad;
113;01e901e1;
147;000000e30000001a;
148;000001790000001d;
2;2e;
1;00;
114;01c301d8;
131;0c6e0a27066b0681;
129;00002ea6;
130;00009fd2;
128;000001ea;
146;000000f9000a0024;
145;000001a80049007e;
113;01ef01eb;
147;0000013c0000001b;
148;0000017a0000001d;
1;00;
2;2f;
114;01c901d9;
129;00002e99;
131;0c700a28066c0683;
130;00009f3b;
128;000001f1;
146;000000b6007900b4;
145;000001aa00120071;
113;01ea01e5;
147;0000014500000025;
148;0000018c0000001e;
2;30;
1;00;
131;0c720a2a066e0685;
129;00002e9c;
114;01c401cf;
130;0000a043;
128;000001f5;
146;000000f8003d005b;
145;000001bb000c004a;
113;01ec01ea;
147;0000018000000020;
148;0000017d0000001b;
2;31;
1;00;
114;01c501d7;
129;00002e9c;
131;0c740a2b06700686;
130;0000a05e;
128;000001f8;
146;000001260005001f;
145;000001ba0010002e;
113;01f201e1;
147;0000017b00000023;
148;0000016700000019;
2;32;
1;00;
131;0c760a2c06720688;
129;00002ea7;
114;01c501d6;
130;0000a054;
128;000001fa;
146;00000124000a0006;
145;000001ad00140042;
113;01ed01e3;
147;000001a100000026;
148;0000014f0000001b;
2;33;
1;00;
114;01c601dc;
129;00002e9e;
131;0c780a2e0674068a;
130;0000a04e;
128;000001f9;
146;00000122002d0048;
145;000001a5ffe80010;
113;01ee01e7;
147;000001a500000021;
148;0000013e0000001c;
2;34;
1;00;
131;0c7b0a300676068b;
129;00002ea1;
114;01c601d8;
130;0000a07f;
128;000001f9;
146;0000013bfffe002a;
145;00000190fffb000e;
113;01ec01e4;
147;0000018d00000021;
148;0000013000000017;
2;35;
1;00;
131;0c7c0a310678068d;
114;01c601d9;
129;00002ea4;
130;0000a074;
128;000001f8;
146;0000014affe40007;
145;0000017b000b0030;
113;01ed01e4;
147;0000018e00000021;
148;0000011b00000015;
2;36;
1;00;
131;0c7e0a32067a068e;
114;01c701d5;
129;00002eac;
130;0000a064;
128;000001f7;
146;00000127000d002d;
145;000001650014fff7;
113;01f101e7;
147;0000018c0000001f;
148;000000f700000012;
2;37;
1;00;
114;01c801d4;
131;0c800a34067c068f;
129;00002eaa;
130;0000a07f;
128;000001f2;
146;00000141fff80009;
145;0000014ffffe0014;
113;01f501e9;
147;0000017900000019;
148;000000d400000013;
2;38;
1;00;
114;01cc01df;
131;0c810a36067e0690;
129;00002e9c;
130;0000a074;
128;000001ee;
146;00000130000e000e;
145;00000122000e0045;
113;01f701e9;
147;0000015500000016;
148;000000d100000014;
2;39;
1;00;
114;01ca01dc;
131;0c830a3706800691;
129;00002ea4;
130;0000a069;
128;000001eb;
146;00000136fffc0021;
145;000001220018003c;
113;01f701e5;
147;0000015e00000015;
148;000000cd00000013;
2;3a;
1;00;
114;01cb01d9;
129;00002ea1;
131;0c840a3806810692;
130;0000a018;
128;000001e8;
146;0000011e00220041;
145;0000012d00140024;
113;01fd01e8;
147;0000016000000018;
148;000000de00000012;
2;3b;
1;00;
131;0c860a3a06830693;
114;01c401d7;
129;00002e9e;
130;0000a064;
128;000001e4;
146;0000013a00080031;
145;0000013b0005001d;
113;01fd01e6;
147;0000015a00000017;
148;000000d100000011;
2;3c;
1;00;
131;0c870a3c06850694;
114;01c801d9;
129;00002e9b;
130;0000a049;
128;000001e0;
146;000001170034005a;
145;00000129001c003e;
113;01fe01e7;
147;0000016900000019;
148;000000b800000012;
2;3d;
1;00;
114;01c701db;
129;00002e98;
131;0c890a3d06870695;
130;0000a084;
128;000001dc;
146;0000012f00140055;
145;0000010d00260036;
113;01fb01ee;
147;000001640000001d;
148;000000cd00000011;
2;3e;
1;00;
131;0c8a0a3f06890696;
114;01ca01da;
129;00002e99;
130;0000a008;
128;000001d6;
146;000001260032004f;
145;000000fe00420050;
113;01fd01ea;
147;0000015b0000001c;
148;000000b000000013;
2;3f;
1;00;
114;01ca01e0;
129;00002ea3;
131;0c8b0a41068a0697;
130;0000a043;
128;000001d0;
146;0000014d00040026;
145;0000011b00270027;
113;01f401ee;
147;0000015f0000001a;
148;000000be00000014;
2;40;
1;00;
131;0c8d0a42068c0698;
114;01cf01dd;
129;00002e99;
130;00009fd7;
128;000001cd;
146;00000132003e006e;
145;0000011500260049;
113;01ef01f4;
147;000001690000001a;
148;000000e200000015;
2;41;
1;00;
131;0c8e0a44068e0699;
114;01d001d8;
129;00002e9f;
130;0000a06f;
128;000001ca;
146;00000133003a0055;
145;0000012400040026;
113;01e201f1;
147;0000015700000019;
148;000000ea00000013;
2;42;
1;00;
114;01c701e1;
131;0c900a450690069a;
129;00002eac;
130;0000a04e;
128;000001c6;
146;000001430037004c;
145;0000012200110035;
113;01d801f4;
147;0000015e00000016;
148;000000ec00000012;
2;43;
1;00;
114;01cf01df;
129;00002ea6;
131;0c910a470691069c;
130;0000a04e;
128;000001c1;
146;00000157000a003e;
145;0000011000340048;
147;0000017a0000001a;
113;01cb01f2;
148;000000e600000015;
2;44;
1;00;
131;0c920a490693069d;
114;01d001e1;
129;00002eac;
130;0000a074;
128;000001bc;
146;000001630019002f;
145;00000119002f0056;
147;0000017c00000018;
148;000000e900000015;
113;01c101f0;
2;45;
1;00;
131;0c940a4b0695069e;
114;01c901e1;
129;00002ea1;
130;0000a033;
128;000001b7;
146;0000016c00000047;
145;0000011e002e003e;
147;0000017b00000017;
148;0000010600000019;
113;01ad01ec;
2;46;
1;00;
114;01d001e5;
131;0c950a4c0697069f;
129;00002ea1;
130;0000a01e;
128;000001b3;
146;00000181fffe001d;
145;0000012e00180041;
147;0000017e00000019;
148;0000010e00000017;
113;019e01e3;
2;47;
1;00;
114;01ce01e3;
131;0c970a4e069906a1;
129;00002e9e;
130;0000a008;
128;000001b0;
146;0000017cfffb0027;
145;0000013b00150039;
147;000001890000001a;
148;0000012600000017;
113;018c01d4;
2;48;
1;00;
114;01ca01e2;
131;0c990a50069b06a2;
129;00002ea3;
130;0000a05e;
128;000001ac;
146;000001790013002e;
145;0000013e0004001c;
147;0000018100000018;
148;0000010e00000017;
113;017801c4;
2;49;
1;00;
114;01cc01e3;
131;0c9a0a52069d06a4;
129;00002e9e;
130;0000a00d;
128;000001a7;
146;000001960015fff9;
145;0000012b001f0045;
147;000001820000001c;
148;000001230000001a;
2;4a;
1;00;
113;016401b2;
114;01cf01df;
131;0c9c0a54069f06a5;
129;00002e9f;
130;0000a033;
128;000001a4;
146;00000176001f0044;
145;00000133001e0036;
147;000001850000001c;
148;000001320000001a;
2;4b;
1;00;
113;0158019a;
114;01ce01e2;
129;00002ea9;
131;0c9d0a5606a106a7;
130;0000a079;
128;000001a2;
146;0000017e001c003b;
145;0000014a00080015;
147;000001780000001a;
148;0000013800000018;
2;4c;
1;00;
113;0140018d;
131;0c9f0a5806a306a8;
114;01ce01e1;
129;00002e9e;
130;0000a02e;
128;0000019e;
146;0000017500110055;
145;0000013700150039;
147;0000017c0000001e;
148;000001270000001b;
2;4d;
1;00;
113;012a0175;
114;01cf01de;
131;0ca00a5a06a506aa;
129;00002ea6;
130;0000a049;
128;0000019a;
146;0000017e0054ffbb;
145;0000014a00650092;
147;000001860000001b;
148;0000014500000020;
2;4e;
1;00;
131;0ca20a5b06a706ac;
114;01cb01e2;
129;00002ea7;
113;01170162;
130;0000a023;
128;0000019c;
146;0000013d001bfffa;
145;0000017a00280055;
147;0000014c00000014;
148;0000017900000025;
1;00;
2;4f;
114;01ca01e1;
129;00002ea3;
131;0ca40a5d06a806ae;
113;01080157;
130;0000a079;
128;000001a2;
146;0000012e0005001a;
145;0000018f00070035;
147;0000011100000012;
148;0000018600000023;
2;50;
1;00;
131;0ca60a5e06a906b0;
114;01d001de;
129;00002eaa;
130;0000a079;
113;00f50151;
128;000001a8;
146;000001300004000e;
145;0000018700150044;
147;0000010c00000017;
148;0000019700000022;
2;51;
1;00;
131;0ca80a6006ab06b2;
114;01d001de;
129;00002ea6;
130;0000a064;
113;00de0154;
128;000001ae;
146;0000011e003f003e;
145;00000197fffd0021;
147;0000012700000019;
148;0000019100000021;
2;52;
1;00;
131;0caa0a6106ac06b4;
114;01d301de;
129;00002ea9;
130;0000a003;
128;000001b4;
113;00cc0157;
146;000001110037006a;
145;00000195fff20015;
147;0000013200000017;
148;000001700000001e;
2;53;
1;00;
131;0cac0a6306ae06b5;
114;01cb01dd;
129;00002ea6;
130;0000a054;
128;000001b6;
113;00bd0164;
146;0000013200180040;
145;0000017b00110040;
147;0000014800000014;
148;0000015f0000001e;
2;54;
1;00;
114;01cc01dd;
131;0cae0a6406af06b7;
129;00002e9f;
130;00009f30;
128;000001b6;
113;00b20164;
146;0000018300030024;
145;000001530026fff6;
147;0000015400000016;
148;0000015100000016;
2;55;
1;00;
114;01cc01e0;
131;0cb00a6606b106b9;
129;00002e9e;
130;0000a033;
128;000001b4;
113;00b2016c;
146;000001750008002f;
145;0000014a0022ffeb;
147;0000017b0000001a;
148;0000014400000016;
2;56;
1;00;
114;01ce01dc;
131;0cb10a6806b306ba;
129;00002ea7;
130;0000a069;
128;000001af;
113;009c0179;
146;0000016800090031;
145;0000013200b0fef7;
147;0000018300000017;
148;000000fd0000000e;
1;00;
2;57;
114;01c901de;
131;0cb20a6a06b506bb;
129;00002e99;
130;0000a074;
128;000001a6;
113;008c017c;
146;0000018c000fffe5;
145;00000083001c003c;
147;0000018900000015;
148;000000cb0000000d;
2;58;
1;00;
131;0cb20a6c06b706bc;
114;01cf01de;
129;00002e9e;
130;0000a06f;
128;0000019b;
113;0085016e;
146;00000175001efff6;
145;000000830086ff76;
147;0000016e00000015;
148;0000008e0000000a;
2;59;
1;00;
131;0cb30a6e06b906bc;
114;01d401e3;
129;00002e95;
130;0000a043;
128;00000191;
113;00870161;
146;0000015e00280061;
145;000000820027ffee;
147;0000015b0000001a;
148;000000860000000b;
2;5a;
1;00;
131;0cb40a6f06bb06bd;
114;01d301e1;
129;00002ea1;
130;0000a01e;
128;00000184;
113;00870144;
146;0000016000210055;
145;000000790027ffdd;
147;000001650000001c;
148;0000008600000008;
2;5b;
1;00;
114;01d201e4;
131;0cb40a7106bc06be;
129;00002ea6;
130;0000a07f;
128;00000177;
113;008a00d9;
146;000001660039007a;
145;0000009f003bffca;
147;0000016a0000001a;
148;0000006a0000000a;
2;5c;
1;00;
131;0cb50a7306be06be;
114;01d101e4;
129;00002e9c;
130;0000a043;
128;00000169;
113;009000a9;
146;0000016d004e0098;
145;ffffffff00cc0106;
147;0000017b0000001e;
148;0000006a00000011;
2;5d;
1;00;
114;01d001e2;
131;0cb60a7506c006bf;
129;00002e9c;
130;00009f71;
128;0000015d;
146;000001840047006e;
113;00890098;
145;0000007c00380081;
147;000001700000001e;
148;000000ad00000015;
2;5e;
1;00;
131;0cb60a7706c206c0;
114;01d101e4;
129;00002ea9;
130;00009f2b;
128;00000152;
146;000001a200620096;
145;00000081007500bc;
113;008e0083;
147;0000019700000015;
148;000000f700000010;
2;5f;
1;00;
131;0cb70a7906c406c2;
114;01d401e2;
129;00002e9b;
130;00009d3f;
128;00000152;
146;0000013300e700e7;
145;000000d600250042;
113;008b0098;
147;000000a90000ffed;
148;000000ed0000000a;
2;60;
1;00;
114;01d101e3;
131;0cb80a7a06c406c3;
129;00002e99;
130;00009438;
128;0000015e;
146;0000003b01f8022e;
145;000000f3fff3ffe7;
113;00a100a3;
147;ffffff560000fff7;
148;000000890000fffc;
2;61;
1;00;
114;01ce01e0;
131;0cb80a7906c206c3;
129;00002e9b;
130;00008a73;
128;00000163;
146;00000015020101f1;
145;0000003501160152;
113;00900096;
147;000000010000fffe;
148;0000000000000000;
2;62;
1;00;
114;01cb01e4;
131;0cb80a7a06c206c2;
129;00002e99;
130;00008d68;
128;00000165;
146;000002cd0096ff2e;
145;0000007200de00e4;
113;00a400a0;
147;ffffff350000fff5;
148;ffffff3a0000fff8;
2;63;
1;00;
114;01d101d3;
131;0cb90a8106c106c1;
129;00002e93;
130;000099ef;
128;00000168;
146;000002050046008d;
145;0000007200e6011b;
113;00aa0099;
147;ffffff980000fffc;
148;ffffffb100000001;
2;64;
1;00;
114;01d501db;
131;0cb90a8106c106c1;
129;00002e92;
130;00008965;
128;00000169;
146;0000018701140129;
145;0000001301080162;
113;00a600a5;
147;0000000000000009;
148;0000000000000007;
2;65;
1;00;
114;01d101d8;
131;0cb90a8406c106c1;
129;00002e8c;
130;0000988b;
128;00000165;
146;000001bd00a900c6;
145;00000007010a0167;
113;00a90099;
147;000000be0000000c;
148;000000b100000003;
2;66;
1;00;
114;01d401d9;
131;0cb90a8606c306c3;
129;00002e8d;
130;00009664;
128;00000161;
146;0000010c01ce021a;
145;0000000201030171;
113;00a400a3;
147;ffffffff00000007;
148;ffffffff00000001;
2;67;
1;00;
114;01d001d3;
131;0cb90a8706c206c2;
129;00002e99;
130;00008893;
128;0000015e;
146;000000de02460179;
145;000000c100f10131;
113;00b100ab;
147;000000b800000004;
148;ffffff3a00000000;
2;68;
1;00;
114;01ce01d0;
131;0cbb0a8806c406c1;
129;00002e99;
130;000087eb;
128;0000015c;
146;0000018100f6019f;
145;0000012c00c40135;
113;00a400b5;
147;ffffffff0000fffc;
148;ffffff900000fff9;
2;69;
1;00;
114;01c601ce;
131;0cbe0a8d06c406c1;
129;00002e93;
130;000098b1;
128;0000015a;
146;0000028cffbe0009;
145;0000021c009dff4b;
113;008d00a3;
147;ffffff590000fff0;
148;ffffffa10000fff0;
2;6a;
1;00;
114;01d101e3;
131;0cbf0a8e06c206c0;
129;00002e8a;
130;000099ea;
128;00000158;
146;0000017001330171;
145;0000008300f90180;
113;00840079;
147;0000000100000006;
148;000000aa0000000f;
1;00;
2;6b;
114;01ce01e0;
131;0cc00a8f06c206c2;
129;00002ea7;
130;0000966f;
128;00000159;
146;000002950062ffdb;
145;000001fd00a1ff88;
113;00a400c1;
147;ffffffc60000fffb;
148;0000006d00000001;
2;6c;
1;00;
131;0cc40a9506c206c1;
114;01d301d4;
129;00002e9e;
130;00009e07;
128;0000015c;
146;000001e0008500fc;
145;000000c600be00de;
113;009900a0;
147;ffffffeb00000008;
148;0000000000000002;
2;6d;
1;00;
131;0cc30a9506c206c1;
114;01ce01e2;
129;00002e9e;
130;00008d93;
128;00000159;
146;0000016b01120188;
145;00000108006e008d;
113;009f009b;
147;000000970000000c;
148;0000000000000008;
2;6e;
1;00;
114;01ca01d9;
131;0cc60a9706c406c1;
129;00002e95;
130;000096c0;
128;00000155;
146;0000017401160171;
145;0000009300da0134;
113;00a400aa;
147;0000000000000008;
148;000000c500000007;
2;6f;
1;00;
114;01ba01da;
131;0cc50a9906c506c3;
129;00002e9f;
130;00008f73;
128;00000152;
146;00000156014b0170;
145;0000009400f50137;
113;00a700b8;
147;0000008a00000004;
148;0000007100000005;
2;70;
1;00;
114;01aa01cb;
131;0cc60a9c06c506c2;
129;00002e99;
130;0000985a;
128;0000014e;
146;0000033300e1ff37;
145;000000f800880104;
113;00af00b8;
147;000000000000fffb;
148;000000000000fff9;
2;71;
1;00;
114;01aa01cd;
131;0cca0aa006c506c2;
129;00002e9b;
130;00009417;
128;0000014d;
146;0000013e01550144;
145;000000f4008c0095;
113;0090009f;
147;0000000000000001;
148;ffffff3a0000fff9;
2;72;
1;00;
114;01ba01d8;
131;0cca0a9f06c506c1;
129;00002e93;
130;00008c95;
128;00000153;
146;ffffffff01960258;
145;000000cc00ae0114;
113;00ab00a8;
147;ffffff4e00000000;
148;0000008500000001;
2;73;
1;00;
114;01bd01d0;
131;0ccc0a9e06c306c3;
129;00002e98;
130;00008de4;
128;00000155;
146;0000000001930271;
145;00000171ffd3001c;
147;0000000100000002;
148;ffffffff0000ffff;
113;00a600a0;
2;74;
1;00;
114;01ba01d5;
131;0ccd0a9e06c406c2;
129;00002e93;
130;00008b71;
128;00000153;
146;000000a201ee0191;
145;000000d6009e00df;
147;0000000000000001;
148;000000000000000d;
113;00a100aa;
2;75;
1;00;
114;01b301d1;
131;0cce0aa006c406c2;
129;00002e90;
130;00008b4c;
128;00000157;
146;ffffffff01ab02d6;
145;000000f7007600ab;
147;0000000000000004;
148;000000c500000011;
113;00a100ac;
2;76;
1;00;
114;01a701ce;
131;0ccf0aa106c406c4;
129;00002e9e;
130;00008bd3;
128;00000159;
146;0000009a01d701e4;
145;000000ba00cf00ef;
147;000000c500000007;
148;0000006a00000008;
113;00a600b6;
2;77;
1;00;
114;01a701ca;
131;0cd00aa106c506c3;
129;00002e9c;
130;000089bc;
128;00000157;
146;000000760192027b;
145;0000007300ef0175;
147;ffffffff00000014;
148;0000000000000006;
113;00ab00c6;
2;78;
1;00;
114;019b01c4;
131;0ccf0aa306c606c3;
129;00002e96;
130;00008b20;
128;00000150;
146;0000019d015102b4;
145;000000ac00e30181;
147;0000008a0000000c;
148;000000cb00000004;
113;00b300cd;
2;79;
1;00;
114;018e01be;
131;0cd10aa906c606c5;
129;00002e96;
130;00008cc6;
128;0000014a;
146;0000042c00e9fe61;
145;0000000f00ef01b7;
147;0000007f0000fffd;
148;ffffffff0000fffc;
2;7a;
1;00;
113;009d00be;
131;0ccf0aac06c706c4;
114;019401bf;
129;00002e9e;
130;000090d8;
128;00000147;
146;0000018401fe01bd;
145;ffffff7301040162;
147;ffffffff0000fffd;
148;ffffff570000fff6;
2;7b;
1;00;
113;00a500a8;
131;0ccf0aac06c706c3;
114;019e01c5;
129;00002e9b;
130;00008631;
128;00000148;
146;0000003e02e2014a;
145;000000b9009d021b;
147;ffffff330000fffa;
148;000000010000fffe;
2;7c;
1;00;
131;0cd10aab06c506c3;
114;01aa01c6;
113;00b200ba;
129;00002e9e;
130;000082c0;
128;00000149;
146;0000001601eb0289;
145;0000013d00ce0141;
147;0000000100000005;
148;0000000000000005;
2;7d;
1;00;
131;0cd50aab06c506c3;
114;019f01c3;
113;00a600bd;
129;00002ea4;
130;00008470;
128;00000147;
146;00000008024d0175;
145;000002b3010efec9;
147;000000cc0000000a;
148;0000000000000002;
2;7e;
1;00;
131;0cd60aad06c706c3;
114;019601ca;
113;009800bb;
129;00002e9b;
130;0000872e;
128;00000140;
146;00000084022301aa;
145;000000b700d7019c;
147;0000006300000005;
148;000000cc00000010;
2;7f;
1;00;
131;0cd60aae06c706c5;
114;018f01c4;
129;00002e9b;
113;00a500c2;
130;00008b10;
128;00000142;
146;000000d0018c023c;
145;0000010c00c80132;
147;000000be00000019;
148;0000007600000011;
2;80;
1;00;
114;018801bc;
131;0cd80aaf06c806c5;
129;00002e8d;
130;00008eac;
113;00b100d5;
128;0000013b;
